chinese_text,attitude,isLongText
【华为Mate30系列逐渐揭开神秘面纱：光影不止于所见，旗舰特性四重构[给力]】iPhone 11系列和华为Mate30系列作为下半年最重磅的年度旗舰，吸引了亿万网友的目光。随着iPhone 11系列发布，全球亿万网友把目光聚焦到下半年仅剩的重磅旗舰Mate30系列身上。     从华为终端官方微博发布的预热视频中，重构速度想象、重构瞬间想象、重构暗光想象、重构能量等代表了华为Mate30系列手机特性的总结。从这些视频画面中我们不难猜出：       “速度”不仅代表了华为Mate30系列在5G网络方面的极速表现，也代表着其性能方面的流畅速度体验；       “瞬间”代表着华为Mate30系列在超级慢动作拍摄方面的能力；       “暗光”则代表着华为Mate30系列的暗光拍照表现出色；       “能量”无疑代表了华为Mate30系列在续航和充电速度方面或将表现出色。 ,1,1
华为Mate30iphone11 纠结于苹果和华为，它们的摄像头一个像浴霸，一个像滚筒洗衣机，都有点。。。 ,0,0
华为5G手机Mate30我还是去买个nova凑合用一年吧..摄像头还是要竖着摆才好看想让喜欢的男孩子换头像 喜欢的男孩子不在朋友圈是最惨的 ,0,0
昨天为了拍家具和灯的效果照片，特地把我爸的华为Mate20 X（之前给他买的）拿过来用。父亲问为什么不用自己手机，答曰：“手机不好，没广角。”父亲说手机不好赶紧换一个……今天早上起来刷微博，一看。好吧，iPhone11还真没5G……那我铁定换门了，19号Mate30 PRO等你！iphone11 ,1,0
iPhone 11发布后网友做了一些恶搞图，最近国产手机的新旗舰会陆续发布，和iPhone 11系列比起来iQOO Pro、vivo NEX3、华为Mate30、OPPO Reno Ace都有5G和更多卖点，瀑布屏、90Hz刷新率、高功率快充可以期待下 ,1,0
华为5G手机Mate30华为老拿5G说事更新换代未免太快了点吧，麻烦少出点手机，把手机做精好吗？ ,1,0
挣扎在买ip11、hw mate30 and 微博转发中奖的漩涡中 ,0,0
华为5G手机Mate30作为果粉，我觉得我可能要买华为了因为P30 pro太好看了，深得我心 ,1,0
华为5G手机Mate30我比较想知道就算我有了5G手机，我能接收到5G信号么 秦皇岛·龙熙半岛 ,0,0
华为5G手机Mate30无惧黑暗视界，光影不止于所见。9月19日，与华为Mate30一起突破视觉边界华为Mate30 科技耍猴ppt的微博视频 ,1,0
谢谢华为的中秋礼物，脸上有光，期待mate30系列的到来！ ,1,0
华为5G手机Mate30刚入手华为手机现在又出5G这是要破4G换5G嘛 岳阳 ,1,0
华为5G手机Mate30期待华为旗舰，苹果现在致创新的手段是靠增大摄像头尺寸来优化拍摄系统，太特么搞笑了，怎么不把佳能镜头装上去那拍照绝对秒杀所有手机。双摄大鼻孔，三摄防毒面具。。 ,1,0
华为5G手机Mate30爆料：新配色更加亮眼！    这两年华为的配色和外观都非常的不错，天空之境和渐变色曾引领潮流，据说华为Mate30系列的新配色命名为：暖砂杏、赤霞橙、水漾流金、湖光青等    暖砂杏的别名曾为蜜合色，出自红楼梦里薛宝钗的服饰，我觉得大家应该会很喜欢！ ,1,0
iPhone11才发布没多久，可以先关注关注安卓，这个月华为Mate30系列要发布，小米9Pro和小米Mix4要发布，vivo Nex3也要发布，还是有很多惊喜的，不妨先等等，看看都是什么水平，再考虑选择买哪款 ,0,0
华为5G手机Mate30这捷径应该是唯一能超过苹果的时机了！ ,1,0
华为5G手机Mate30  @长安数码君 他又出来大曝光了，果然是海军头子就是不一样！    华为Mate30标准版基本上是6G+128G起步，依然拥有沉稳大气的亮黑色，外包装依然延续华为Mate系列的风格，黑底+金字！ ,1,0
华为5G手机Mate30，值得期待！    没有5G或许是iPhone11 的一个缺憾，突然对拥有5G的华为Mate30系列更加期待了！    今年是5G元年，你们认为手机拥有5G重要吗？ ,1,0
华为5G手机Mate30您们都把摄像头整这么大干嘛！一个浴霸一个滚筒洗衣机，谁能把摄像头给我做小点？跟前置一样小就可以了，这花里胡哨的干嘛？嫌弃对了， mate30多少钱，我想买一下 ,1,0
希望你能遇到这样一个人，并且一直走下去。 华为5G手机Mate30 ,1,0
等华为5G手机的理由突然期待起华为5G手机Mate30了是怎么回事？明明我只是补了一下昨晚苹果发布会的瓜啊！ ,1,0
华为5G手机Mate30洗衣机和剃须刀的斗争（设计灵感来自于家用电器）生活处处都是设计 烟台 ,0,0
